Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
18,0,0.5,Sales,7,3,Life Sciences,44,1,1,Research Scientist,0.0,0.14760400210637178,1,0.2857142857142857,0,0,3,0,0,0,4.0,3.0,3.0,3,3
28,0,0.5,Research & Development,9,3,Medical,45,1,1,Sales Representative,0.0,0.1916271721958926,0,0.8571428571428571,2,9,2,8,0,7,2.0,1.0,3.0,2,4
31,0,0.5,Research & Development,8,1,Technical Degree,46,1,1,Manufacturing Director,0.5,0.10147446024223278,4,0.0714285714285714,1,10,2,8,7,7,2.0,4.0,2.0,3,3
39,0,0.5,Sales,5,4,Marketing,47,0,2,Human Resources,1.0,0.05771458662453923,0,0.6428571428571429,0,19,3,18,3,7,3.0,4.0,2.0,3,4
36,0,0.0,Research & Development,5,4,Life Sciences,48,1,1,Sales Executive,0.5,0.3985781990521327,7,0.7142857142857141,0,11,4,9,0,8,2.0,2.0,3.0,3,4
32,0,0.5,Sales,2,3,Marketing,49,1,2,Laboratory Technician,0.5,0.08936282253817801,1,0.7142857142857141,1,13,4,13,4,8,4.0,3.0,2.0,3,4
38,0,0.5,Research & Development,5,2,Life Sciences,50,0,3,Research Scientist,0.5,0.2830437072143233,3,0.5714285714285713,2,19,4,10,0,1,1.0,2.0,3.0,2,3
58,0,0.0,Research & Development,2,3,Life Sciences,51,1,2,Manufacturing Director,1.0,0.15581885202738285,2,0.1428571428571428,2,12,3,5,1,2,4.0,3.0,3.0,2,3
31,0,0.5,Research & Development,20,1,Technical Degree,52,0,3,Research Scientist,0.5,0.4685624012638231,0,0.1428571428571428,1,6,3,5,0,3,3.0,4.0,3.0,2,3
31,0,0.5,Sales,7,4,Marketing,53,1,2,Sales Executive,0.5,0.6432859399684044,3,0.7142857142857141,1,9,2,2,1,0,1.0,1.0,3.0,3,4
45,0,1.0,Research & Development,3,1,Medical,54,0,1,Sales Executive,1.0,0.1332806740389679,1,0.1428571428571428,0,24,6,24,9,11,1.0,1.0,3.0,3,3
31,0,0.5,Sales,16,4,Marketing,55,0,2,Research Scientist,1.0,0.09452343338599264,0,0.5714285714285713,2,3,0,2,2,2,3.0,4.0,1.0,3,3
33,0,1.0,Research & Development,9,3,Life Sciences,56,1,4,Research Director,0.5,0.9680358083201684,6,0.0714285714285714,1,12,3,10,8,8,4.0,2.0,3.0,3,3
39,0,0.5,Sales,1,4,Life Sciences,57,1,1,Sales Executive,0.5,0.9824117956819379,1,0.7857142857142857,1,21,6,21,11,10,3.0,1.0,3.0,3,4
43,0,1.0,Research & Development,7,4,Medical,58,1,4,Research Scientist,0.0,0.07530279094260137,0,0.2857142857142857,0,9,2,8,1,7,3.0,4.0,3.0,3,3
49,0,0.5,Research & Development,1,3,Life Sciences,59,1,3,Manufacturing Director,0.0,0.3320168509741969,7,0.7857142857142857,0,25,2,7,0,7,3.0,3.0,3.0,3,4
52,1,0.5,Research & Development,7,1,Life Sciences,60,0,2,Research Scientist,0.5,0.19826224328593997,2,0.4999999999999999,1,11,2,8,7,7,3.0,2.0,2.0,3,3
27,0,0.5,Research & Development,15,4,Medical,61,1,3,Research Scientist,0.0,0.15234333859926277,1,0.7857142857142857,0,4,2,4,1,2,3.0,2.0,2.0,3,4
32,0,0.5,Research & Development,1,3,Life Sciences,62,1,3,Research Scientist,0.5,0.08704581358609795,1,0.0,1,13,6,13,11,9,3.0,2.0,3.0,4,3
27,0,0.5,Research & Development,13,2,Medical,63,0,4,Research Director,0.0,0.09726171669299633,1,0.0714285714285714,2,5,5,5,0,4,4.0,3.0,3.0,4,3
31,0,0.5,Sales,24,3,Life Sciences,64,1,2,Healthcare Representative,1.0,0.0037914691943127937,4,0.0,3,13,4,7,1,7,4.0,4.0,3.0,4,3
32,0,0.5,Research & Development,7,3,Technical Degree,65,1,2,Healthcare Representative,0.0,0.0770405476566614,7,0.1428571428571428,0,10,2,7,0,7,1.0,4.0,2.0,3,3
28,1,0.5,Research & Development,9,4,Medical,66,1,1,Sales Executive,0.5,0.24560294892048448,5,0.2142857142857143,1,5,4,3,2,2,1.0,4.0,2.0,2,3
30,0,0.5,Research & Development,13,3,Life Sciences,67,0,4,Research Director,0.5,0.16787783043707216,1,0.1428571428571428,0,11,3,10,1,9,4.0,4.0,3.0,3,3
31,0,1.0,Research & Development,2,1,Life Sciences,68,0,1,Manager,0.5,0.45834649815692474,1,0.4285714285714285,0,10,5,10,8,9,3.0,3.0,3.0,2,3
39,0,1.0,Research & Development,19,4,Medical,69,0,1,Research Scientist,0.5,0.05545023696682464,1,0.1428571428571428,0,21,4,21,13,3,3.0,4.0,3.0,3,3
39,1,0.5,Research & Development,1,1,Medical,70,0,1,Laboratory Technician,0.5,0.17245918904686677,4,0.4285714285714285,1,12,0,1,0,0,4.0,3.0,2.0,3,3
33,0,1.0,Sales,4,2,Life Sciences,71,1,4,Research Scientist,0.0,0.19899947340705634,3,0.0,1,9,0,7,0,1,2.0,4.0,2.0,3,3
47,0,0.5,Research & Development,4,3,Life Sciences,72,0,2,Healthcare Representative,0.5,0.25787256450763557,4,0.8571428571428571,0,21,4,3,1,1,4.0,3.0,3.0,4,4
43,0,1.0,Research & Development,14,3,Medical,73,0,5,Research Director,1.0,0.15150078988941548,1,0.4285714285714285,2,9,2,9,0,0,3.0,3.0,4.0,3,3
27,0,0.0,Research & Development,2,3,Life Sciences,74,1,1,Research Director,0.5,0.8327540810953133,0,0.4285714285714285,0,6,3,5,1,4,3.0,2.0,3.0,3,3
54,0,1.0,Research & Development,1,4,Life Sciences,75,1,2,Research Scientist,0.0,0.1013164823591364,3,0.0714285714285714,2,20,2,4,0,3,4.0,3.0,2.0,3,3
43,0,0.5,Research & Development,7,2,Life Sciences,76,0,2,Manager,0.5,0.2891521853607162,8,0.8571428571428571,0,10,3,1,0,0,3.0,1.0,2.0,3,4
45,0,0.5,Sales,3,1,Marketing,77,0,1,Sales Executive,0.5,0.8512374934175883,9,0.2142857142857143,1,12,6,10,9,8,4.0,4.0,3.0,3,3
40,0,0.5,Research & Development,2,4,Other,78,1,4,Research Scientist,0.5,0.21190100052659297,2,0.2142857142857143,2,6,6,4,0,2,2.0,4.0,2.0,3,3
29,1,0.5,Research & Development,29,3,Medical,79,0,1,Research Scientist,0.5,0.06835176408636123,1,0.1428571428571428,1,7,0,7,0,7,2.0,1.0,2.0,3,3
29,0,0.5,Human Resources,8,3,Medical,80,1,3,Sales Representative,0.0,0.08309636650868879,0,0.7857142857142857,2,4,3,3,2,2,2.0,4.0,3.0,3,4
30,0,0.5,Research & Development,10,3,Life Sciences,81,1,2,Research Scientist,1.0,0.23686150605581888,1,0.0714285714285714,2,10,2,10,1,2,4.0,3.0,3.0,2,3
27,0,0.5,Research & Development,11,2,Medical,82,1,1,Manager,0.5,0.17819905213270143,1,0.4999999999999999,1,8,2,8,0,7,2.0,2.0,3.0,2,3
37,0,0.5,Sales,1,4,Life Sciences,83,1,2,Healthcare Representative,1.0,0.6497630331753554,7,0.2142857142857143,0,8,4,6,0,4,4.0,4.0,2.0,3,3
38,0,0.5,Research & Development,28,4,Medical,84,1,1,Laboratory Technician,1.0,0.293522906793049,0,0.0714285714285714,0,12,1,11,2,9,3.0,4.0,3.0,3,3
31,0,0.5,Research & Development,6,3,Medical,85,0,3,Manager,0.0,0.3735650342285413,1,0.2857142857142857,1,11,5,11,4,10,3.0,4.0,3.0,3,3
29,0,0.5,Research & Development,3,4,Life Sciences,86,1,3,Sales Executive,1.0,0.1563454449710374,1,0.0,0,7,0,7,1,7,4.0,2.0,3.0,3,3
35,0,0.5,Sales,16,2,Technical Degree,87,1,3,Manager,0.0,0.08083201685097421,0,0.1428571428571428,1,17,3,16,0,13,3.0,2.0,3.0,4,3
23,0,0.5,Research & Development,20,4,Life Sciences,88,1,1,Manufacturing Director,1.0,0.23117430226434968,1,0.8571428571428571,0,4,2,4,0,2,3.0,4.0,2.0,2,4
41,0,0.5,Research & Development,9,2,Life Sciences,89,0,1,Laboratory Technician,0.0,0.23580832016850975,6,0.5714285714285713,2,8,0,5,1,2,4.0,2.0,3.0,3,3
47,0,1.0,Sales,1,3,Medical,90,0,2,Laboratory Technician,0.0,0.3067403896787783,3,0.3571428571428571,1,5,2,0,0,0,2.0,3.0,3.0,4,3
42,0,0.5,Research & Development,3,4,Life Sciences,91,1,1,Manager,0.0,0.00431806213796735,2,0.7857142857142857,0,16,0,1,0,0,1.0,4.0,3.0,1,4
29,0,0.0,Sales,22,4,Marketing,92,1,2,Human Resources,0.5,0.24892048446550816,1,0.7857142857142857,0,4,1,4,0,2,4.0,3.0,2.0,2,4
42,0,0.5,Sales,7,4,Medical,93,1,3,Research Scientist,1.0,0.06408636124275935,0,0.0714285714285714,1,4,3,3,1,0,3.0,3.0,3.0,2,3
32,0,0.5,Research & Development,2,3,Medical,94,1,2,Research Scientist,0.5,0.24949973670352818,1,0.1428571428571428,0,8,0,8,0,7,3.0,2.0,3.0,3,3
48,0,0.5,Sales,13,4,Medical,95,1,4,Sales Executive,0.5,0.46577145866245395,3,0.3571428571428571,1,15,2,0,0,0,1.0,3.0,1.0,2,3
37,0,0.5,Research & Development,8,5,Technical Degree,96,1,2,Manufacturing Director,1.0,0.23475513428120062,4,0.0714285714285714,0,13,2,7,6,7,3.0,1.0,3.0,3,3
30,0,0.0,Sales,25,4,Other,97,1,1,Healthcare Representative,0.5,0.23017377567140604,7,0.7142857142857141,1,4,0,2,2,2,4.0,3.0,4.0,3,4
26,0,0.5,Sales,28,3,Medical,98,0,5,Laboratory Technician,0.5,0.2181147972617167,1,0.2857142857142857,3,8,3,8,7,7,3.0,3.0,3.0,3,3
42,0,0.5,Sales,2,2,Medical,99,0,1,Laboratory Technician,0.0,0.05918904686677199,3,0.1428571428571428,2,14,2,1,0,0,1.0,4.0,3.0,3,3
21,1,1.0,Research & Development,9,3,Medical,100,0,4,Manufacturing Director,0.0,0.8881516587677726,1,0.0714285714285714,0,3,5,3,1,2,1.0,2.0,3.0,2,3
36,0,0.0,Human Resources,28,3,Human Resources,101,1,2,Laboratory Technician,0.0,0.07493417588204318,4,0.7857142857142857,0,7,4,1,0,0,4.0,4.0,3.0,1,4
36,0,1.0,Research & Development,6,3,Life Sciences,102,0,2,Research Scientist,0.5,0.19810426540284362,4,0.1428571428571428,1,16,2,13,1,12,1.0,4.0,3.0,3,3
57,0,0.5,Research & Development,21,4,Life Sciences,103,1,5,Research Scientist,0.5,0.9558715113217483,2,0.4999999999999999,0,15,2,3,1,2,4.0,3.0,3.0,1,3
40,0,0.5,Research & Development,8,3,Other,104,1,2,Sales Executive,0.5,0.21474460242232754,3,0.2142857142857143,1,10,3,7,1,7,4.0,3.0,3.0,3,3
21,0,0.0,Research & Development,1,5,Life Sciences,105,0,2,Manager,0.0,0.09763033175355451,1,0.2142857142857143,0,3,2,3,2,2,1.0,4.0,2.0,1,3
33,1,0.5,Human Resources,28,2,Human Resources,106,0,5,Manager,0.0,0.23970510795155345,1,0.7142857142857141,1,1,3,1,0,0,4.0,3.0,3.0,1,4
37,0,0.5,Research & Development,5,3,Life Sciences,107,1,4,Research Scientist,0.5,0.059768299104792,6,0.5714285714285713,0,17,3,5,0,3,3.0,1.0,3.0,4,3
46,0,0.0,Sales,2,4,Marketing,108,0,2,Laboratory Technician,0.5,0.10826750921537653,2,0.0,0,7,3,1,0,0,3.0,3.0,4.0,3,3
41,1,1.0,Research & Development,16,1,Medical,109,0,1,Research Scientist,0.0,0.09483938915218537,1,0.0,0,8,3,8,7,7,1.0,2.0,3.0,4,3
50,0,0.5,Research & Development,9,3,Medical,110,0,3,Laboratory Technician,0.0,0.4675618746708794,6,0.2857142857142857,0,20,2,4,1,3,4.0,4.0,3.0,3,3
40,1,0.5,Research & Development,8,3,Medical,111,0,1,Healthcare Representative,0.5,0.4012111637704055,2,0.6428571428571429,0,8,2,6,1,0,3.0,3.0,3.0,2,4
31,0,0.5,Research & Development,1,3,Life Sciences,112,1,4,Human Resources,0.0,0.09784096893101635,0,0.9285714285714285,0,3,5,2,2,2,3.0,2.0,3.0,3,4
21,1,0.5,Human Resources,10,2,Human Resources,113,1,1,Laboratory Technician,0.0,0.22980516061084785,1,0.0714285714285714,1,1,2,1,0,0,3.0,2.0,3.0,3,3
29,0,0.5,Research & Development,1,3,Life Sciences,114,0,2,Research Director,0.0,0.2979462875197472,9,0.0714285714285714,1,6,6,3,1,2,4.0,4.0,3.0,4,3
35,0,0.5,Research & Development,29,3,Life Sciences,115,0,3,Sales Executive,0.0,0.2103212216956293,9,0.2857142857142857,0,10,2,1,0,0,3.0,2.0,3.0,3,3
28,0,0.5,Research & Development,2,2,Medical,117,1,3,Manager,0.0,0.09736703528172724,1,0.0714285714285714,0,7,2,7,0,7,2.0,4.0,3.0,2,3
49,0,0.5,Sales,2,3,Technical Degree,118,1,2,Manufacturing Director,0.0,0.22090573986308584,8,0.2142857142857143,1,26,3,5,0,0,2.0,3.0,3.0,3,3
51,0,0.5,Research & Development,1,2,Life Sciences,119,1,1,Sales Executive,0.5,0.16303317535545025,4,0.7857142857142857,1,18,2,7,0,7,3.0,4.0,2.0,3,4
36,0,0.5,Sales,15,2,Life Sciences,120,1,1,Sales Executive,0.5,0.4565560821484992,4,0.0714285714285714,0,6,1,2,2,2,4.0,3.0,3.0,3,3
34,1,0.0,Research & Development,7,3,Life Sciences,121,1,1,Sales Representative,0.0,0.242654028436019,8,0.9999999999999999,1,9,3,5,0,4,1.0,4.0,2.0,3,4
55,0,0.5,Sales,26,3,Marketing,122,1,1,Laboratory Technician,0.0,0.4970510795155345,2,0.1428571428571428,0,30,3,5,1,2,3.0,4.0,3.0,3,3
24,0,0.5,Research & Development,1,3,Life Sciences,123,0,5,Manager,1.0,0.09942074776198001,1,0.4999999999999999,3,5,4,5,0,3,4.0,3.0,4.0,3,3
30,0,0.5,Research & Development,3,3,Life Sciences,124,0,2,Manager,0.5,0.2611374407582938,1,0.1428571428571428,0,1,3,1,0,0,3.0,2.0,3.0,3,3
26,1,1.0,Sales,14,3,Life Sciences,125,1,2,Manager,0.0,0.34233807266982624,0,0.4999999999999999,3,7,3,6,0,4,3.0,3.0,3.0,3,3
22,0,0.5,Research & Development,16,5,Other,126,1,1,Research Scientist,0.5,0.10437072143233281,1,0.5714285714285713,2,2,3,2,1,2,1.0,2.0,3.0,2,3
36,0,0.5,Research & Development,1,3,Medical,127,0,5,Healthcare Representative,0.5,0.9808846761453397,1,0.0714285714285714,1,10,3,10,9,0,2.0,3.0,3.0,3,3
30,1,1.0,Sales,3,2,Marketing,128,1,3,Research Scientist,0.0,0.0063191153238546585,9,0.5714285714285713,0,3,2,1,0,0,3.0,4.0,3.0,2,3
37,0,0.5,Research & Development,10,1,Technical Degree,129,1,1,Sales Executive,1.0,0.6493944181147973,1,0.2142857142857143,1,18,3,18,12,17,4.0,1.0,2.0,3,3
40,0,0.5,Research & Development,6,2,Medical,130,1,3,Research Scientist,1.0,0.17498683517640864,7,0.2142857142857143,2,8,3,5,1,3,4.0,2.0,3.0,2,3
42,0,0.5,Research & Development,2,3,Medical,131,0,4,Manager,1.0,0.527751448130595,3,0.0714285714285714,1,8,2,5,1,2,2.0,1.0,3.0,2,3
37,0,0.5,Sales,9,1,Marketing,132,1,3,Sales Executive,0.0,0.18067403896787784,2,0.0,1,18,3,1,0,1,3.0,2.0,2.0,2,3
43,0,0.5,Sales,10,2,Life Sciences,133,0,1,Sales Executive,1.0,0.18999473407056347,1,0.0,0,25,2,25,3,9,1.0,2.0,3.0,3,3
40,0,0.5,Sales,6,2,Life Sciences,134,0,1,Laboratory Technician,0.5,0.08625592417061612,6,0.1428571428571428,0,20,2,1,0,0,2.0,3.0,3.0,2,3
54,0,0.5,Human Resources,9,3,Life Sciences,135,0,2,Manufacturing Director,0.5,0.27983149025803056,4,0.8571428571428571,1,24,2,4,1,2,1.0,1.0,2.0,2,4
34,0,0.0,Research & Development,28,3,Medical,136,1,1,Laboratory Technician,0.5,0.24581358609794632,9,0.6428571428571429,1,6,3,3,1,2,3.0,3.0,3.0,3,4
31,0,0.5,Research & Development,10,4,Life Sciences,137,1,3,Sales Executive,0.5,0.06203264876250659,1,0.2857142857142857,1,13,2,13,3,12,2.0,1.0,1.0,2,3
43,0,0.5,Sales,27,4,Life Sciences,139,1,2,Sales Representative,1.0,0.15629278567667196,4,0.4999999999999999,1,8,3,5,0,2,3.0,3.0,3.0,3,3
25,0,0.5,Human Resources,7,2,Human Resources,140,1,1,Manufacturing Director,0.0,0.40147446024223277,1,0.5714285714285713,1,5,2,5,1,3,2.0,4.0,3.0,4,3
37,0,0.0,Research & Development,1,3,Medical,141,1,3,Laboratory Technician,0.5,0.05260663507109004,3,0.7857142857142857,0,15,5,13,10,7,2.0,3.0,3.0,2,4
31,0,0.5,Research & Development,24,1,Medical,142,1,3,Laboratory Technician,0.5,0.18067403896787784,1,0.1428571428571428,1,4,2,4,3,2,4.0,1.0,3.0,3,3
39,0,1.0,Research & Development,26,4,Technical Degree,143,0,1,Sales Executive,1.0,0.10837282780410742,1,0.6428571428571429,1,21,5,21,1,6,2.0,3.0,3.0,1,4
56,0,1.0,Research & Development,20,4,Life Sciences,144,0,3,Sales Executive,0.5,0.22706687730384414,9,0.2142857142857143,0,36,1,7,7,7,3.0,1.0,2.0,3,3
30,0,0.5,Sales,5,4,Medical,145,0,2,Manufacturing Director,0.0,0.2317535545023697,0,0.4285714285714285,1,6,2,5,4,4,2.0,3.0,3.0,3,3
41,0,0.5,Research & Development,7,3,Technical Degree,146,0,3,Research Scientist,0.5,0.09336492890995263,1,0.2142857142857143,0,10,2,10,0,7,2.0,1.0,3.0,2,3
28,0,0.5,Research & Development,7,3,Medical,147,1,3,Healthcare Representative,1.0,0.5765139547130068,1,0.1428571428571428,0,10,2,10,1,8,3.0,1.0,3.0,2,3
25,1,0.5,Research & Development,5,2,Life Sciences,148,0,3,Laboratory Technician,0.5,0.08694049499736706,5,0.1428571428571428,0,6,3,2,0,2,1.0,1.0,3.0,3,3
52,0,0.5,Research & Development,26,2,Life Sciences,149,0,2,Sales Representative,0.5,0.12459189046866773,2,0.7142857142857141,0,28,2,5,0,4,4.0,3.0,3.0,2,4
45,0,0.5,Research & Development,2,3,Medical,150,0,1,Sales Executive,0.5,0.21532385466034756,3,0.2142857142857143,1,8,4,2,0,2,1.0,4.0,2.0,3,3
52,0,0.5,Research & Development,12,3,Medical,151,1,2,Research Scientist,0.5,0.20373880989994733,2,0.0,1,31,3,5,1,4,4.0,4.0,1.0,3,3
42,0,1.0,Sales,10,3,Marketing,152,0,2,Healthcare Representative,1.0,0.09626119010005266,2,0.1428571428571428,1,19,0,5,0,2,1.0,3.0,3.0,2,3
30,0,0.5,Sales,25,3,Marketing,153,1,1,Sales Executive,0.0,0.07356503422854135,2,0.6428571428571429,1,11,5,5,0,2,3.0,4.0,3.0,3,4
60,0,0.5,Research & Development,10,3,Life Sciences,154,0,1,Manufacturing Director,0.5,0.06635071090047392,5,0.4999999999999999,1,33,4,29,11,10,1.0,1.0,1.0,3,3
46,0,0.5,Sales,19,4,Marketing,155,0,1,Sales Executive,1.0,0.1631911532385466,2,0.2142857142857143,0,19,5,10,0,8,3.0,3.0,2.0,2,3
42,0,1.0,Research & Development,18,4,Technical Degree,156,1,4,Sales Executive,0.5,0.6422854133754607,0,0.1428571428571428,2,7,2,6,0,4,4.0,4.0,4.0,3,3
24,1,0.5,Research & Development,27,2,Medical,157,1,1,Research Scientist,0.0,0.49568193786203263,1,0.4285714285714285,1,6,0,5,1,4,1.0,2.0,3.0,2,3
34,1,1.0,Research & Development,5,3,Medical,158,1,2,Research Scientist,1.0,0.6706161137440758,0,0.6428571428571429,1,3,3,2,1,0,4.0,3.0,2.0,3,4
